company_name,company_address,longitude,latitude,company_scale,company_kind,mid_company_kind,big_company_kind
(주)삼호,인천시 남동구 미래로 14 (구월동),126.7049903,37.4511235,대기업,건물건설업,건설·건축·토목·시공,건설업
거창맑은물사랑(주),"대전광역시 동구 옛신탄진로 2 (삼성동), 코오롱워터앤에너지(주5층",127.4261014,36.3413832,중견기업,건물건설업,건설·건축·토목·시공,건설업
이화공영(주),"서울특별시 마포구 양화로 104 (서교동),삼윤빌딩",126.9191217,37.5528739,중견기업,건물건설업,건설·건축·토목·시공,건설업
(주)신한,경기도 성남시 중원구 산성대로 208 (성남동),127.1418615,37.4374775,중견기업,건물건설업,건설·건축·토목·시공,건설업
엘아이지건영피에프브이제일호(주),서울특별시 강남구 삼성로 508(삼성동),127.0566093,37.507775,중견기업,건물건설업,건설·건축·토목·시공,건설업
(주)신영대농개발,충북 청주시 청원구 내수읍 도원세교로 59-36,127.5452455,36.7124597,중견기업,건물건설업,건설·건축·토목·시공,건설업
대전꿈나무(주),대전광역시 서구 문정로48번길 12 (탄방동),127.3842074,36.3461482,중견기업,건물건설업,건설·건축·토목·시공,건설업
에이치디씨현대산업개발(주),서울시 용산구 한강대로23길 55 현대아이파크몰 9층,126.9647528,37.5297133,중견기업,건물건설업,건설·건축·토목·시공,건설업
남화토건(주),전남 화순군 화순읍 벽라1길 40,126.9688992,35.0527056,중견기업,건물건설업,건설·건축·토목·시공,건설업
한양개발(주),전남 순천시 조곡동 둑실5길 25,127.4976885,34.9586805,중견기업,건물건설업,건설·건축·토목·시공,건설업
(주)협성건설,부산시 부산진구 당감로104,129.0382417,35.1709036,중견기업,건물건설업,건설·건축·토목·시공,건설업
(주)세보엠이씨,서울시 서초구 효령로 341 (서초동 1605-9 인산빌딩),127.021303,37.4866645,중견기업,건물설비설치공사업,건설·건축·토목·시공,건설업
무경설비(주),"울산광역시 남구 신정로 52, 3층",129.321863,35.5365095,중견기업,건물설비설치공사업,건설·건축·토목·시공,건설업
현대엔지니어링(주),서울특별시 종로구 율곡로 75 (계동),126.9862087,37.5811258,대기업,건물토목엔지니어링서비스업,건설·건축·토목·시공,건설업
벽산엔지니어링(주),경기도 성남시 분당구 벌말로50번길 41,127.1432077,37.4119262,중견기업,건물토목엔지니어링서비스업,건설·건축·토목·시공,건설업
(주)한국종합기술,경기도 성남시 중원구 산성대로476번길 6 (금광동),127.1614603,37.4537225,중견기업,건물토목엔지니어링서비스업,건설·건축·토목·시공,건설업
(주)경호엔지니어링종합건축사사무소,경기 구리시 체육관로 74번길 41(수택동),127.140371,37.5913659,중견기업,건물토목엔지니어링서비스업,건설·건축·토목·시공,건설업
(주)한국가스기술공사,대전 유성구 대덕대로 1227,127.3900514,36.4360561,중견기업,건물토목엔지니어링서비스업,건설·건축·토목·시공,건설업
동부엔지니어링(주),경기도 안양시 만안구 안양로155,126.9300797,37.3879604,중견기업,건물토목엔지니어링서비스업,건설·건축·토목·시공,건설업
(주)동명기술공단종합건축사사무소,"경기도 화성시 노작로4길 8(반송동,4층)",127.0775603,37.1967228,중견기업,건물토목엔지니어링서비스업,건설·건축·토목·시공,건설업
(주)도화엔지니어링,서울특별시 강남구 삼성로 438 (대치동),127.0574604,37.5061897,중견기업,건물토목엔지니어링서비스업,건설·건축·토목·시공,건설업
(주)한국건설관리공사,"경상북도 김천시 혁신2로 40 (율곡동, 경북김천혁신도시산학연유치지원센터)",128.1811959,36.1168306,중견기업,건물토목엔지니어링서비스업,건설·건축·토목·시공,건설업
(주)제일엔지니어링종합건축사사무소,서울특별시 서초구 강남대로16길 22-6 (양재동),127.0399437,37.4809008,중견기업,건물토목엔지니어링서비스업,건설·건축·토목·시공,건설업
(주)경동엔지니어링,"충남 천안시 동남구 만남로 72, 1514호(신부동, 삼부르네상스홈)",127.1601949,36.8195179,중견기업,건물토목엔지니어링서비스업,건설·건축·토목·시공,건설업
(주)엔알씨,"경기도 연천군 청산면 순욱길 126(대전리, (주)NRC)",127.0967186,38.0002405,중견기업,건설용석재채굴쇄석생산업,건설·건축·토목·시공,건설업
(주)토문건축사사무소,"서울특별시 송파구 충민로 52 (문정동, 가든파이브웍스)10층",127.1226086,37.4777448,중견기업,건축기술엔지니어링관련기술서비스업,건설·건축·토목·시공,건설업
(주)성도이엔지,서울시 강남구 영동대로 106길 42,127.06467,37.5140448,중견기업,건축기술엔지니어링관련기술서비스업,건설·건축·토목·시공,건설업
(주)현대종합설계건축사사무소,서울특별시 종로구 율곡로 75 현대빌딩 4층,126.9875407,37.5779778,대기업,건축설계관련서비스업,건설·건축·토목·시공,건설업
(주)포스코에이앤씨건축사사무소,인천광역시 연수구 컨벤시아대로 165 포스코타워송도 24층,126.643889,37.389167,대기업,건축설계관련서비스업,건설·건축·토목·시공,건설업
(주)엑스메텍,경기도 성남시 중원구 둔촌대로 400 (상대원동),127.1618261,37.4328282,대기업,건축설계관련서비스업,건설·건축·토목·시공,건설업
(주)아이티엠코퍼레이션건축사사무소,서울특별시 강남구 선릉로 747 (논현동)삼성당빌딩 4층,127.0393566,37.52121760000000,중견기업,건축설계관련서비스업,건설·건축·토목·시공,건설업
(주)희림종합건축사사무소,서울특별시 강동구 상일로6길 39 (상일동),127.1751496,37.5498125,중견기업,건축설계관련서비스업,건설·건축·토목·시공,건설업
(주)해안종합건축사사무소,"서울특별시 강남구 봉은사로 208(역삼동, 해안빌딩)",127.0423174,37.5101691,중견기업,건축설계관련서비스업,건설·건축·토목·시공,건설업
(주)유신,서울특별시 강남구 역삼로4길 8 (역삼동),127.0317878,37.4929192,중견기업,건축설계관련서비스업,건설·건축·토목·시공,건설업
(주)종합건축사사무소건원,서울특별시 강남구 역삼로25길 23 (역삼동),127.0392926,37.4977877,중견기업,건축설계관련서비스업,건설·건축·토목·시공,건설업
(주)삼우종합건축사사무소,서울시 강동구 천호대로 1077 ECT,127.1319678,37.5372338,대기업,건축설계관련서비스업,건설·건축·토목·시공,건설업
(주)선엔지니어링종합건축사사무소,충청북도 청주시 상당구 사직대로361번길 91 (영동),127.4870016,36.641043,중견기업,건축설계관련서비스업,건설·건축·토목·시공,건설업
공항철도(주),인천광역시 서구 검바위로 46 (검암동),126.670943,37.5685286,중견기업,교량터널철도건설업,건설·건축·토목·시공,건설업
덕송내각고속화도로(주),경기도 남양주시 송산로 102 (별내동),127.1322217,37.65861600000000,대기업,교량터널철도건설업,건설·건축·토목·시공,건설업
우면산인프라웨이(주),서울특별시 서초구 우면산로 369 (우면동),127.0182142,37.4635245,중견기업,교량터널철도건설업,건설·건축·토목·시공,건설업
삼호개발(주),충남 당진시 면천면 면천로 183,126.6245116,36.8331131,중견기업,기반조성시설물축조관련전문공사업,건설·건축·토목·시공,건설업
(주)동아지질,부산시 금정구 금샘로 347,129.0846846,35.2541016,중견기업,기반조성시설물축조관련전문공사업,건설·건축·토목·시공,건설업
(주)부영,서울특별시 중구 세종대로9길 42 (서소문동),126.9751473,37.5640182,대기업,단독주택건설업,건설·건축·토목·시공,건설업
(주)시티산업개발,"경기도 가평군 설악면 유명로 1390-11, 105호",127.4644681,37.657341,중견기업,단독주택건설업,건설·건축·토목·시공,건설업
(주)시티이엔지,경기도 가평군 설악면 유명로 1390-11,127.4644681,37.657341,중견기업,단독주택건설업,건설·건축·토목·시공,건설업
(주)시티건설산업,경기도 가평군 설악면 유명로 1390-11,127.4644681,37.657341,중견기업,단독주택건설업,건설·건축·토목·시공,건설업
한일건설(주),광주광역시 광산구 사암로 209(우산동),126.8198676,35.151951,중견기업,단독주택건설업,건설·건축·토목·시공,건설업
(주)화성개발,"대구광역시 중구 대봉로 226 (대봉동, 대봉화성그린빌아파트)",128.6018338,35.858854,중견기업,단독주택건설업,건설·건축·토목·시공,건설업
(주)산양종합개발,부산광역시 남구 자성로 152 (문현동),129.0668917,35.1364934,중견기업,단독주택건설업,건설·건축·토목·시공,건설업
삼환기업(주),서울특별시 종로구 율곡로 82,126.9881626,37.5771875,중견기업,도로건설업,건설·건축·토목·시공,건설업
현대건설(주),서울시 종로구 율곡로 75 현대건설빌딩,126.9875407,37.5779778,대기업,도로건설업,건설·건축·토목·시공,건설업
(주)한화건설,경기도 시흥시 대은로 81 모비딕빌딩 8층 (대야동),126.7972914,37.4446938,대기업,도로건설업,건설·건축·토목·시공,건설업
옥산오창고속도로(주),"충청북도 청주시 청원구 오창읍 과학산업2로 373, 302호",127.4225164,36.7155902,대기업,도로건설업,건설·건축·토목·시공,건설업
일성건설(주),인천광역시 남동구 인하로507번길 80 (구월동),126.7035291,37.4468478,중견기업,도로건설업,건설·건축·토목·시공,건설업
(주)태영건설,경기도 고양시 일산동구 정발산로 24,126.7726419,37.6547758,중견기업,도로건설업,건설·건축·토목·시공,건설업
진흥기업(주),"인천시 연수구 컨벤시아대로 69, 송도밀레니엄 807호",126.6509433,37.3956755,대기업,도로건설업,건설·건축·토목·시공,건설업
고려개발(주),"경기도 용인시 수지구 풍덕천로 112, 501호 (풍덕천동, 하나프라자빌딩)",127.0944095,37.3220667,대기업,도로건설업,건설·건축·토목·시공,건설업
(주)한양,"인천시 남동구 미래로 14, 201호(구월동,일류빌딩)",126.7049903,37.4511235,중견기업,도로건설업,건설·건축·토목·시공,건설업
대보실업(주),"서울특별시 강남구 광평로 280(수서동,로즈데일오피스텔)",127.1030015,37.4873425,중견기업,도로건설업,건설·건축·토목·시공,건설업
쌍용건설(주),서울특별시 송파구 올림픽로 299 (신천동),127.1035383,37.5154289,중견기업,도로건설업,건설·건축·토목·시공,건설업
코오롱글로벌(주),경기도 과천시 코오롱로 11,126.9907579,37.4254455,대기업,도로건설업,건설·건축·토목·시공,건설업
(주)한성,경기도 고양시 덕양구 대덕산로 108 (덕은동)(주)한성,126.8669434,37.5828101,대기업,도로건설업,건설·건축·토목·시공,건설업
(주)동양건설산업,"경기도 수원시 권선구 권광로139번길 11 (권선동, 동양덱스빌아파트)",127.030223,37.2599898,중견기업,도로건설업,건설·건축·토목·시공,건설업
극동건설(주),충청남도 공주시 유구읍 유구마곡사로 122,126.9647231,36.5514314,중견기업,도로건설업,건설·건축·토목·시공,건설업
대우조선해양건설(주),"경기도 김포시 봉화로 21, 4층 다호(사우동, 에이치케이빌딩)",126.7154317,37.6184366,중견기업,도로건설업,건설·건축·토목·시공,건설업
(주)한라,서울시 송파구 올림픽로 289 (신천동),127.1025206,37.5146219,중견기업,도로건설업,건설·건축·토목·시공,건설업
에스지신성건설(주),서울특별시 금천구 가산디지털2로 45 에이-309,126.8830799,37.4819495,중견기업,도로건설업,건설·건축·토목·시공,건설업
요진건설산업(주),"강원도 원주시 시청로 21 (무실동),요진타워  7층",127.9227622,37.3406567,중견기업,도로건설업,건설·건축·토목·시공,건설업
대보건설(주),충청남도 보령시 큰오랏1길 72 (동대동),126.6072835,36.3507661,중견기업,도로건설업,건설·건축·토목·시공,건설업
남양건설(주),전라남도 나주시 예향로 4141 (송월동),126.7100516,35.00925,중견기업,도로건설업,건설·건축·토목·시공,건설업
동양종합건설(주),포항시 북구 중흥로 231(죽도동),129.3583085,36.0242049,중견기업,도로건설업,건설·건축·토목·시공,건설업
(주)한진중공업,부산광역시 영도구 태종로 233 (봉래동5가),129.0520328,35.093534,중견기업,도로건설업,건설·건축·토목·시공,건설업
(주)대저건설,경상남도 김해시 가락로30번길 17 (부원동),128.8840899,35.22981500000000,중견기업,도로건설업,건설·건축·토목·시공,건설업
(주)한화도시개발,충청남도 아산시 둔포면 해위안길62번길 16,127.0230055,36.8937755,대기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)쌍용타운개발피에프브이,"서울특별시 중구 수표로 34 (저동2가), 씨티센터타워  2층",126.9903565,37.5644711,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
미래삼송프로젝트(주),"서울특별시 영등포구 당산로41길 11 (당산동4가), 당산에스케이브이1센터  203호",126.8981,37.5307871,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)스타필드청라,서울특별시 중구 남대문로 42 (충무로1가)(충무로 1가),126.9825162,37.5611699,대기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)신세계프라퍼티,서울특별시 중구 남대문로 42 (충무로1가)(충무로 1가),126.9825162,37.5611699,대기업,부동산개발공급업,건설·건축·토목·시공,건설업
엠스퀘어피에프브이(주),"서울특별시 중구 무교로 21 (무교동), 더익스체인지서울",126.9787194,37.5678402,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)와이제이지산개발,서울특별시 영등포구 여의대로 8 (여의도동)여의도파크센터 A-2005,126.9185924,37.5211949,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
퍼스트이개발(주),"경기도 파주시 문발로 413-2,(신촌동, 페이토미디어)",126.6908439,37.7291067,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)키움이앤에스,경기도 용인시 수지구 디지털벨리로 81 디지털스퀘어 7층,127.1372681,37.3332972,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)더블제이디앤씨,울산광역시 울주군 온양읍 덕망로 290(망양리),129.292069,35.4546294,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)어반디앤씨,서울특별시 강남구 테헤란로79길 25 (삼성동)관성빌딩 3층,127.0547205,37.508356,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
영화개발(주),"서울특별시 강남구 삼성로 517 (삼성동, 채널리저브), 102동 1801호",127.0554636,37.5080433,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
리즈인터내셔날(주),"인천광역시 남구 한나루로357번길 5-22 (학익동), 금강빌딩 3층",126.6607157,37.4395765,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
서운일반산업단지개발(주),"인천광역시 계양구 오조산공원로 30(용종동, 경원빌딩) 6층",126.7382554,37.5396758,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)트레보씨티,경기도 수원시 팔달구 권광로 386 (우만동),127.0377428,37.2812864,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)유리치건설,"경기도 화성시 메타폴리스로 47-7 (반송동, 서해더블루),214호 213",127.0722961,37.2022149,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
평택도시공사,"경기도 평택시 중앙로 275 (비전동),평택도시공사",127.112828,36.9917937,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)동남개발,"경기도 용인시 처인구 중부대로 1315, 7층 (역북동)",127.1912128,37.2360452,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
하남마블링시티개발(주),경기도 하남시 창우로 146 (창우동) 2층,127.2259087,37.5428713,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
엠에스종합건설(주),경기도 성남시 수정구 사송로77번길 15,127.1116969,37.4130342,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
삼환컨소시엄(주),"경기도 성남시 분당구 판교역로 240 (삼평동),삼환하이펙스",127.1104411,37.4020702,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)알파돔시티,"경기도 성남시 분당구 판교역로 231 (삼평동), S동 4층",127.1086461,37.4012839,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
청라국제업무타운(주),인천광역시 연수구 인천타워대로 241 (송도동),126.6342955,37.3923296,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
레이크시티(주),"경기도 수원시 영통구 에듀타운로 101 (이의동), 에듀하임1309오피스텔  105동 406호",127.0453838,37.2892565,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
의왕백운프로젝트금융투자(주),경기도 의왕시 양지편2로 13,126.995978,37.3899137,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
영통프로젝트(주),경기도 화성시 동탄지성로412번길 50-5(반월동.남주빌딩401호),127.0505082,37.2280375,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)시티씨앤씨,경기도 화성시 향남읍 향남로 430-18,126.9230359,37.1326424,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)청라주택개발전문위탁관리부동산투자회사,경기도 성남시 분당구 성남대로54번길 3 (구미동),127.1101465,37.3415113,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
코오롱하우스비전(주),경기도 용인시 처인구 포곡읍 전대로 16번길 46,127.2203252,37.2840857,대기업,부동산개발공급업,건설·건축·토목·시공,건설업
합덕산업단지개발(주),서울특별시 중구 퇴계로 173 (충무로3가),126.9917454,37.5623854,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
에이엘디제일차피에프브이(주),"경기도 안양시 동안구 시민대로 180 (호계동, G.SQURE) 24층",126.950482,37.3902272,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)다온파트너스,서울시 서초구 양재천로 11길 23 동광빌딩201호,127.0359068,37.4754151,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)라스플로레스,"경기도 화성시 동탄면 동탄기흥로257번가길 19,201호",127.091348,37.18155,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
건완실업(주),서울특별시 강남구 논현로 752 (논현동),127.0287078,37.51917,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)현대에이앤아이,서울특별시 강동구 올림픽로 753 (암사동),127.1265422,37.5488104,대기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)태송,"경기도 용인시 수지구 죽전로 150-1 (죽전동, 단대프라자Ⅱ차 701호)",127.1246501,37.32374480000000,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
지엘문정피에프브이(주),서울 송파구 새말로62 2층 228호,127.1212484,37.4807632,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
판교에스디투(주),서울특별시 강남구 삼성로 511 (삼성동),127.0561274,37.51397500000000,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
오산랜드마크프로젝트(주),서울특별시 강남구 테헤란로 306 (역삼동) 706-1,127.0441026,37.5025912,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
사일런트모먼트(주),"서울특별시 강동구 동남로79길 26 (고덕동, 고덕아이파크), 상가-201(고덕동)",127.155157,37.5589118,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)송도베스트타운,"서울특별시 서초구 반포대로20길 3 (서초동), STORMBASE 4층",127.0100822,37.4877305,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)카이트제오호위탁관리부동산투자회사,서울특별시 강남구 테헤란로 306 (역삼동),127.0441026,37.5025912,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
배곧11차피에프브이(주),"서울특별시 강남구 선릉로 567 (역삼동), 대운 5층",127.0440555,37.5090809,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)사람과미래(P&F),"강원도 춘천시 퇴계로 118(퇴계동, 미래타워)",127.7327936,37.8607874,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
원익엘앤디(주),강원도 강릉시 강동면 새목이길 110,128.9655842,37.7437038,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)에코나인시티,"서울특별시 강남구 봉은사로 325 (논현동), 라임타워",127.0423815,37.5101161,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
송도알씨원피에프브이(주),"서울특별시 강남구 봉은사로 325 (논현동), 라임타워",127.0423815,37.5101161,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)카우파트너스,"인천광역시 동구 방축로 83번길 23, 15동 316호",126.6550755,37.4859215,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
광교개발(주),"서울시 강남구 논현로 85길 29, 6층 601호(역삼동)",127.0357287,37.4985296,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)청주테크노폴리스,충청북도 청주시 흥덕구 직지대로240번길 27 (지동동),127.420366,36.6454872,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
케이알유통(주),대전광역시 동구 은어송로 72 (가오동),127.4580203,36.3069371,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)현대그린개발,충청남도 당진시 송산면 유곡2길 15 5층,126.6892691,36.9638796,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
예산산업단지개발(주),충청남도 예산군 삽교읍 삽교로3길 3,126.7399532,36.686352,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)펜타포트개발,"충청남도 천안시 서북구 공원로 195 (불당동, 펜타포트)",127.101729,36.7988232,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)아산테크노밸리,충청남도 아산시 둔포면 해위안길62번길 16,127.0230055,36.8937755,대기업,부동산개발공급업,건설·건축·토목·시공,건설업
천안제삼사이언스컴플렉스(주),"충청남도 천안시 서북구 2공단6길 18 (차암동,제2산업단지지원시설203호)",127.1194714,36.8553645,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)서산테크노밸리,충청남도 서산시 성연면 성연3로 240-72,126.455621,36.824507,대기업,부동산개발공급업,건설·건축·토목·시공,건설업
현대도시개발(주),충청남도 태안군 태안읍 군청2길 17,126.2985414,36.7491376,대기업,부동산개발공급업,건설·건축·토목·시공,건설업
서산이산업단지개발(주),충청남도 서산시 지곡면 화천리 산 180,126.4323906,36.8611346,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
대산컴플렉스개발(주),충청남도 서산시 대죽읍 대죽2로 35,126.4194754,37.0068647,대기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)경기용인테크노밸리,"경기도 용인시 처인구 명지로81, 202호(역북동, 용인상공회의소)",127.1881808,37.2287187,대기업,부동산개발공급업,건설·건축·토목·시공,건설업
골드디움(주),전남 보성군 보성읍 현충로 21-3,127.0750077,34.7644441,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
티에스주택(주),광주광역시 남구 중앙로 87 (서동),126.9070696,35.1443756,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
순천에코밸리(주),광주광역시 북구 무등로 204 (신안동),126.9058809,35.1648433,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)에코시티,전라북도 전주시 덕진구 동부대로 1175 (송천동2가),127.1101066,35.8721423,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
대방이엔씨(주),"경기도 고양시 일산동구 중앙로 1047 (백석동), 영림브레아오피스텔  722호",126.787229,37.6431188,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
포항테크노밸리피에프브이(주),경상북도 포항시 남구 시청로 1 (대잠동),129.3434521,36.0191284,대기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)큰솔,"서울특별시 강남구 학동로 342,1122호",127.0405907,37.5166861,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)영수산업개발,"부산 연제 중앙대로 1094 (연산동, 금강빌딩5층)",129.0813308,35.1851401,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)유니시티,"경상남도 창원시 의창구 소계로 12 (팔용동), 창원테크노밸리401호",128.6051274,35.2539299,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
대도산업(주),울산광역시 남구 용연로211번길 46,129.3641363,35.4758049,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)김해테크노밸리,"경상남도 김해시 내외중앙로 55 (내동), 정우빌딩  5층",128.8664106,35.23501950000000,대기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)오션스위츠,제주특별자치도 제주시 탑동해안로 74 (삼도이동),126.5233376,33.5182759,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
람정제주개발(주),제주특별자치도 서귀포시 안덕면 녹차분재로 217,126.2900446,33.29873,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)엠제이파트너스,경기도 용인시 기흥구 중부대로 301 3층,127.1006019,37.2702852,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)캡스톤디앤씨,"세종특별자치시 갈매로 364, 1626호(어진동, 푸르지오시티)",127.2639372,36.4959952,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)에코시티개발,전라북도 전주시 덕진구 천마산로 32,127.1250731,35.8634675,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
화성미래피에프브이(주),"경기도 용인시 기흥구 흥덕2로105번길 6 6층 606호(영덕동, 흥덕U프라자)",127.073352,37.2772887,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
(주)청담리치,서울특별시 강남구 영동대로 645,127.0567543,37.519422,중견기업,부동산개발공급업,건설·건축·토목·시공,건설업
에스케이디앤디(주),경기도 성남시 분당구 판교로 332 (삼평동) ECO Hub,127.1101722,37.4027687,대기업,비주거용건물개발공급업,건설·건축·토목·시공,건설업
동화투자개발(주),서울특별시 종로구 세종로 211 광화문빌딩 11층,126.9761363,37.56953440000000,중견기업,비주거용건물개발공급업,건설·건축·토목·시공,건설업
비앤엠개발(주),서울특별시 강남구 학동로 129 (논현동),127.0252283,37.5125331,대기업,비주거용건물개발공급업,건설·건축·토목·시공,건설업
동교청기와피에프브이(주),서울특별시 중구 을지로5길 26 (수하동) 센터원빌딩 서관 10층,126.9851356,37.5673583,대기업,비주거용건물개발공급업,건설·건축·토목·시공,건설업
마곡지구피에프브이(주),"서울특별시 중구 을지로5길 26 (수하동), CENTER1",126.9851356,37.5673583,대기업,비주거용건물개발공급업,건설·건축·토목·시공,건설업
(주)케이앤테크노밸리,서울시 강남구 선릉로 89길 9 선릉타워 7층 (역삼동 708-24),127.0486044,37.5033867,중견기업,비주거용건물개발공급업,건설·건축·토목·시공,건설업
인천아트센터(주),"인천광역시 연수구 센트럴로 263 (송도동), 1005호 아이비에스빌딩 1004호",126.6336999,37.3982108,중견기업,비주거용건물개발공급업,건설·건축·토목·시공,건설업
(주)제이엘유나이티드,경기도 용인시 기흥구 중부대로 301 (신갈동),127.1004523,37.28876900000000,중견기업,비주거용건물개발공급업,건설·건축·토목·시공,건설업
에스티에스개발(주),"서울특별시 강남구 테헤란로 114길 38, 14층(대치동, 동일타워)",127.066996,37.5071423,중견기업,비주거용건물개발공급업,건설·건축·토목·시공,건설업
위례드림프로젝트금융투자(주),"경기도 성남시 수정구 성남대로 1540 (복정동), 4층",127.1268701,37.4674159,중견기업,비주거용건물개발공급업,건설·건축·토목·시공,건설업
(주)에스비개발프로젝트,경기도 부천시 원미구 조마루로385번길 96(원미동) 2층,126.7907358,37.4941403,중견기업,비주거용건물개발공급업,건설·건축·토목·시공,건설업
(주)쥬네브,"경기도 용인시 기흥구 동백5로 22, 가동 302호",127.1513924,37.2759333,중견기업,비주거용건물개발공급업,건설·건축·토목·시공,건설업
서현디엔씨(주),"경기도 용인시 수지구 동천로 2, 203호(동천동)",127.1019549,37.3423985,중견기업,비주거용건물개발공급업,건설·건축·토목·시공,건설업
김포골드밸리피에프브이(주),"경기도 김포시 고촌읍 장차로 1, 801호(범영빌딩)",126.7710437,37.6043962,중견기업,비주거용건물개발공급업,건설·건축·토목·시공,건설업
우림디엔피,서울특별시 서초구 서초중앙로 138 (서초동),127.0139806,37.494232,중견기업,비주거용건물개발공급업,건설·건축·토목·시공,건설업
리앤리어드바이저스(주),"서울특별시 강남구 강남대로 362 (역삼동), 대륭강남타워  19층",127.0293408,37.4953858,중견기업,비주거용건물개발공급업,건설·건축·토목·시공,건설업
제이에이치투자(주),제주특별자치도 제주시 연북로444(도남동),126.5268131,33.4831549,대기업,비주거용건물개발공급업,건설·건축·토목·시공,건설업
엠스트림피에프브이(주),"서울특별시 강남구 테헤란로 306 (역삼동),카이트타워18층",127.0441026,37.5025912,중견기업,비주거용건물개발공급업,건설·건축·토목·시공,건설업
(주)금강코퍼레이션,"서울특별시 영등포구 국회대로74길 19, 11층",126.9219737,37.5298044,중견기업,비주거용건물개발공급업,건설·건축·토목·시공,건설업
롯데쇼핑타운대구(주),"대구광역시 동구 동대구로 495 (신천동), 405호",128.6249001,35.8746693,대기업,비주거용건물개발공급업,건설·건축·토목·시공,건설업
